nCond,key_resp_ic.keys,key_resp_ic.rt,participant,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,key_resp_Practice.keys,key_resp_Practice.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,trialsPractice.thisRepN,trialsPractice.thisTrialN,trialsPractice.thisN,trialsPractice.thisIndex,trialsPractice.ran,targPres,distPres,distCol,targPos,tPosX,tPosY,distPos,dPosX,dPosY,linOr1,linOr2,linOr3,linOr4,linOr5,linOr6,linOr7,linOr8,corrAns,arElPres1,arElPres2,arElPres3,arElPres4,arElPres5,arElPres6,arElPres7,arElPres8,arElPosX1,arElPosY1,arElPosX2,arElPosY2,arElPosX3,arElPosY3,arElPosX4,arElPosY4,arElPosX5,arElPosY5,arElPosX6,arElPosY6,arElPosX7,arElPosY7,arElPosX8,arElPosY8,arLineDur,shape,dispDur,arElCol,key_resp_4.keys,key_resp_4.rt,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,key_resp_3.keys,key_resp_3.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,0,0.5404,,,,,,2,FALSE,grey,4,0.141421356,0.141421356,3,0,0.2,0,0,90,0,90,90,90,0,right,2,2,2,0,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,green,,,0,41,41,179,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,0,0.4889,,,,,,2,FALSE,grey,2,-0.141421356,0.141421356,3,0,0.2,0,90,90,0,0,0,90,0,down,2,0,2,2,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,green,,,0,42,42,177,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.6137,,,,,,2,2,red,2,-0.141421356,0.141421356,4,0.141421356,0.141421356,0,0,90,0,90,0,0,90,right,2,0,2,0,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,green,,,0,43,43,70,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.5378,,,,,,2,2,green,2,-0.141421356,0.141421356,4,0.141421356,0.141421356,90,0,0,0,90,0,90,90,right,2,0,2,0,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,red,,,0,44,44,76,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.5027,,,,,,2,FALSE,grey,1,-0.2,0,3,0,0.2,90,90,0,90,90,0,0,0,down,0,2,2,2,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,red,,,0,45,45,176,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.5735,,,,,,2,2,green,8,-0.141421356,-0.141421356,4,0.141421356,0.141421356,0,90,0,90,90,90,90,0,right,2,2,2,0,2,2,2,0,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,red,,,0,46,46,74,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.7225,,,,,,2,FALSE,grey,2,-0.141421356,0.141421356,3,0,0.2,90,0,90,90,90,90,0,0,right,2,0,2,2,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,green,,,0,47,47,129,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.4577,,,,,,2,FALSE,grey,7,0,-0.2,3,0,0.2,0,0,90,0,90,0,0,0,right,2,2,2,2,2,2,0,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,red,,,0,48,48,190,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.5748,,,,,,2,2,green,6,0.141421356,-0.141421356,4,0.141421356,0.141421356,90,0,0,0,0,90,0,90,down,2,2,2,0,2,0,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,red,,,0,49,49,62,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.5947,,,,,,2,FALSE,grey,4,0.141421356,0.141421356,3,0,0.2,90,0,90,90,0,90,0,0,down,2,2,2,0,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,green,,,0,50,50,163,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.4043,,,,,,2,2,red,6,0.141421356,-0.141421356,4,0.141421356,0.141421356,90,90,90,90,0,90,90,0,down,2,2,2,0,2,0,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,green,,,0,51,51,102,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.6809,,,,,,2,FALSE,grey,8,-0.141421356,-0.141421356,3,0,0.2,0,0,0,0,0,0,90,0,right,2,2,2,2,2,2,2,0,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,green,,,0,52,52,199,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.4999,,,,,,2,FALSE,grey,4,0.141421356,0.141421356,3,0,0.2,90,0,90,0,90,0,90,0,right,2,2,2,0,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,green,,,0,53,53,155,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.514,,,,,,2,FALSE,grey,4,0.141421356,0.141421356,3,0,0.2,0,0,90,90,90,90,0,90,down,2,2,2,0,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,green,,,0,54,54,187,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,1.0592,,,,,,2,2,green,5,0.2,0,4,0.141421356,0.141421356,90,90,90,90,90,90,90,0,down,2,2,2,0,0,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,red,,,0,55,55,38,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.97,,,,,,2,2,green,3,0,0.2,4,0.141421356,0.141421356,0,90,0,90,0,90,90,90,right,2,2,0,0,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,red,,,0,56,56,83,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,1.4129,,,,,,2,2,green,7,0,-0.2,4,0.141421356,0.141421356,0,90,90,90,0,0,0,90,right,2,2,2,0,2,2,0,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,red,,,0,57,57,110,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,0,0.5914,,,,,,2,2,green,1,-0.2,0,4,0.141421356,0.141421356,90,0,0,0,0,90,90,0,down,0,2,2,0,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,red,,,0,58,58,53,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,0,0.5297,,,,,,2,FALSE,grey,1,-0.2,0,3,0,0.2,90,0,0,90,0,90,90,0,down,0,2,2,2,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,red,,,0,59,59,120,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.6989,,,,,,2,2,green,7,0,-0.2,4,0.141421356,0.141421356,0,90,0,0,90,90,90,0,down,2,2,2,0,2,2,0,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,red,,,0,60,60,9,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.601,,,,,,2,2,green,1,-0.2,0,4,0.141421356,0.141421356,90,90,90,0,90,0,90,90,down,0,2,2,0,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,red,,,0,61,61,10,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.6383,,,,,,2,FALSE,grey,6,0.141421356,-0.141421356,3,0,0.2,0,90,0,0,0,90,90,0,down,2,2,2,2,2,0,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,red,,,0,62,62,157,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.5295,,,,,,2,FALSE,grey,8,-0.141421356,-0.141421356,3,0,0.2,0,0,90,90,0,90,90,90,down,2,2,2,2,2,2,2,0,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,red,,,0,63,63,151,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.9721,,,,,,2,2,green,3,0,0.2,4,0.141421356,0.141421356,90,90,0,0,90,90,90,90,right,2,2,0,0,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,red,,,0,64,64,19,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.6797,,,,,,2,2,green,5,0.2,0,4,0.141421356,0.141421356,0,90,0,0,90,90,0,90,down,2,2,2,0,0,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,red,,,0,65,65,0,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.6631,,,,,,2,2,red,2,-0.141421356,0.141421356,4,0.141421356,0.141421356,0,90,90,90,90,90,90,0,down,2,0,2,0,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,green,,,0,66,66,34,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.6657,,,,,,2,FALSE,grey,8,-0.141421356,-0.141421356,3,0,0.2,0,0,0,90,90,0,90,0,right,2,2,2,2,2,2,2,0,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,red,,,0,67,67,135,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.5491,,,,,,2,2,red,6,0.141421356,-0.141421356,4,0.141421356,0.141421356,90,0,0,90,90,90,90,90,down,2,2,2,0,2,0,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,green,,,0,68,68,80,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.7885,,,,,,2,2,green,3,0,0.2,4,0.141421356,0.141421356,90,90,90,0,90,90,0,0,down,2,2,0,0,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,red,,,0,69,69,67,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.4786,,,,,,2,2,red,3,0,0.2,4,0.141421356,0.141421356,0,90,90,0,90,0,0,90,down,2,2,0,0,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,green,,,0,70,70,101,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.7757,,,,,,2,2,red,7,0,-0.2,4,0.141421356,0.141421356,0,0,90,0,90,90,90,90,down,2,2,2,0,2,2,0,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,green,,,0,71,71,63,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.6207,,,,,,2,2,red,2,-0.141421356,0.141421356,4,0.141421356,0.141421356,0,90,0,0,0,90,90,0,down,2,0,2,0,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,green,,,0,72,72,75,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.4797,,,,,,2,FALSE,grey,5,0.2,0,3,0,0.2,0,90,90,90,0,90,0,0,right,2,2,2,2,0,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,red,,,0,73,73,132,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.4784,,,,,,2,2,red,7,0,-0.2,4,0.141421356,0.141421356,0,90,0,0,90,0,90,90,down,2,2,2,0,2,2,0,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,green,,,0,74,74,59,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.4389,,,,,,2,2,green,8,-0.141421356,-0.141421356,4,0.141421356,0.141421356,90,90,90,90,90,0,90,90,down,2,2,2,0,2,2,2,0,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,red,,,0,75,75,52,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.6162,,,,,,2,2,green,2,-0.141421356,0.141421356,4,0.141421356,0.141421356,90,0,0,0,90,0,0,90,right,2,0,2,0,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,red,,,0,76,76,46,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.5818,,,,,,2,2,green,2,-0.141421356,0.141421356,4,0.141421356,0.141421356,90,90,0,90,90,0,0,90,down,2,0,2,0,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,red,,,0,77,77,85,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,1.0952,,,,,,2,FALSE,grey,8,-0.141421356,-0.141421356,3,0,0.2,0,0,0,0,0,0,90,0,right,2,2,2,2,2,2,2,0,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,red,,,0,78,78,175,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.5748,,,,,,2,FALSE,grey,2,-0.141421356,0.141421356,3,0,0.2,90,90,0,90,0,90,0,0,down,2,0,2,2,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,green,,,0,79,79,121,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.5791,,,,,,2,2,green,7,0,-0.2,4,0.141421356,0.141421356,0,90,90,90,0,0,0,90,right,2,2,2,0,2,2,0,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,red,,,0,80,80,111,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.6959,,,,,,2,2,red,6,0.141421356,-0.141421356,4,0.141421356,0.141421356,90,90,0,90,0,0,0,90,right,2,2,2,0,2,0,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,green,,,0,81,81,37,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.6302,,,,,,2,FALSE,grey,5,0.2,0,3,0,0.2,0,0,90,90,0,90,0,90,right,2,2,2,2,0,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,green,,,0,82,82,140,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,0,0.4638,,,,,,2,FALSE,grey,5,0.2,0,3,0,0.2,90,0,90,0,90,90,90,0,down,2,2,2,2,0,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,red,,,0,83,83,172,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.7246,,,,,,2,2,red,8,-0.141421356,-0.141421356,4,0.141421356,0.141421356,0,0,0,0,90,0,0,0,right,2,2,2,0,2,2,2,0,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,green,,,0,84,84,90,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.5656,,,,,,2,2,red,3,0,0.2,4,0.141421356,0.141421356,90,0,0,0,90,0,90,0,right,2,2,0,0,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,green,,,0,85,85,39,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.6441,,,,,,2,2,green,1,-0.2,0,4,0.141421356,0.141421356,90,0,0,0,90,0,0,90,down,0,2,2,0,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,red,,,0,86,86,95,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,2.248,,,,,,2,2,green,5,0.2,0,4,0.141421356,0.141421356,90,0,90,0,90,90,0,0,down,2,2,2,0,0,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,red,,,0,87,87,119,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,,0,,,,,,,2,FALSE,grey,3,0,0.2,3,0,0.2,0,0,0,90,90,90,0,90,right,2,2,0,2,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,green,,,0,88,88,130,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.5149,,,,,,2,FALSE,grey,2,-0.141421356,0.141421356,3,0,0.2,0,90,0,0,0,90,0,90,down,2,0,2,2,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,green,,,0,89,89,145,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,1.2117,,,,,,2,2,red,7,0,-0.2,4,0.141421356,0.141421356,0,90,90,90,0,90,0,0,right,2,2,2,0,2,2,0,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,green,,,0,90,90,5,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.5214,,,,,,2,2,green,6,0.141421356,-0.141421356,4,0.141421356,0.141421356,90,0,90,0,90,0,90,90,right,2,2,2,0,2,0,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,red,,,0,91,91,91,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,1.0669,,,,,,2,FALSE,grey,2,-0.141421356,0.141421356,3,0,0.2,90,0,0,0,0,0,0,0,right,2,0,2,2,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,red,,,0,92,92,153,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,,0,,,,,,,2,2,red,6,0.141421356,-0.141421356,4,0.141421356,0.141421356,90,90,0,90,0,0,0,90,right,2,2,2,0,2,0,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,green,,,0,93,93,86,1,,,,,,,,,,,,
