nCond,key_resp_ic.keys,key_resp_ic.rt,participant,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,key_resp_Practice.keys,key_resp_Practice.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,trialsPractice.thisRepN,trialsPractice.thisTrialN,trialsPractice.thisN,trialsPractice.thisIndex,trialsPractice.ran,targPres,distPres,distCol,targPos,tPosX,tPosY,distPos,dPosX,dPosY,linOr1,linOr2,linOr3,linOr4,linOr5,linOr6,linOr7,linOr8,corrAns,arElPres1,arElPres2,arElPres3,arElPres4,arElPres5,arElPres6,arElPres7,arElPres8,arElPosX1,arElPosY1,arElPosX2,arElPosY2,arElPosX3,arElPosY3,arElPosX4,arElPosY4,arElPosX5,arElPosY5,arElPosX6,arElPosY6,arElPosX7,arElPosY7,arElPosX8,arElPosY8,arLineDur,shape,dispDur,arElCol,key_resp_4.keys,key_resp_4.rt,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,trial.ran,key_resp_3.keys,key_resp_3.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,1.1821,,,,,,2,2,red,2,-0.141421356,0.141421356,4,0.141421356,0.141421356,0,90,90,0,0,0,90,0,down,2,0,2,0,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,green,,,0,94,94,78,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,,0,,,,,,,2,2,green,1,-0.2,0,4,0.141421356,0.141421356,0,90,0,90,0,90,0,90,right,0,2,2,0,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,red,,,0,95,95,100,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,1.3115,,,,,,2,FALSE,grey,1,-0.2,0,3,0,0.2,0,90,0,90,90,0,0,90,right,0,2,2,2,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,red,,,0,96,96,152,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.4924,,,,,,2,FALSE,grey,1,-0.2,0,3,0,0.2,90,90,90,90,0,0,0,90,down,0,2,2,2,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,green,,,0,97,97,184,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,1.1026,,,,,,2,2,green,6,0.141421356,-0.141421356,4,0.141421356,0.141421356,0,90,0,0,90,0,0,0,right,2,2,2,0,2,0,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,red,,,0,98,98,89,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,1.0623,,,,,,2,2,green,3,0,0.2,4,0.141421356,0.141421356,90,90,90,0,90,0,0,0,down,2,2,0,0,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,red,,,0,99,99,11,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.5387,,,,,,2,FALSE,grey,5,0.2,0,3,0,0.2,90,90,90,90,0,90,0,90,right,2,2,2,2,0,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,green,,,0,100,100,188,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,1.1847,,,,,,2,2,green,7,0,-0.2,4,0.141421356,0.141421356,0,90,0,0,0,0,0,0,right,2,2,2,0,2,2,0,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,red,,,0,101,101,60,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.5713,,,,,,2,2,green,1,-0.2,0,4,0.141421356,0.141421356,0,90,0,90,0,0,0,0,right,0,2,2,0,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,red,,,0,102,102,88,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.4332,,,,,,2,2,green,6,0.141421356,-0.141421356,4,0.141421356,0.141421356,90,0,90,90,90,0,90,0,right,2,2,2,0,2,0,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,red,,,0,103,103,92,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,,0,,,,,,,2,FALSE,grey,8,-0.141421356,-0.141421356,3,0,0.2,90,90,0,90,0,90,90,90,down,2,2,2,2,2,2,2,0,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,red,,,0,104,104,143,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,1.7495,,,,,,2,2,red,1,-0.2,0,4,0.141421356,0.141421356,0,90,90,90,0,0,90,0,right,0,2,2,0,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,green,,,0,105,105,104,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.6264,,,,,,2,FALSE,grey,3,0,0.2,3,0,0.2,90,90,0,0,90,0,0,90,right,2,2,0,2,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,green,,,0,106,106,162,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,1.8907,,,,,,2,2,green,3,0,0.2,4,0.141421356,0.141421356,90,0,0,0,0,0,90,90,right,2,2,0,0,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,red,,,0,107,107,21,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,1.3169,,,,,,2,2,green,8,-0.141421356,-0.141421356,4,0.141421356,0.141421356,0,0,90,90,0,0,90,90,down,2,2,2,0,2,2,2,0,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,red,,,0,108,108,7,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.8171,,,,,,2,2,red,8,-0.141421356,-0.141421356,4,0.141421356,0.141421356,0,90,90,90,90,0,0,0,right,2,2,2,0,2,2,2,0,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,green,,,0,109,109,72,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,2.1044,,,,,,2,2,green,7,0,-0.2,4,0.141421356,0.141421356,90,0,0,0,0,90,0,90,right,2,2,2,0,2,2,0,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,red,,,0,110,110,56,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.7017,,,,,,2,FALSE,grey,4,0.141421356,0.141421356,3,0,0.2,90,90,90,90,0,90,90,90,down,2,2,2,0,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,red,,,0,111,111,123,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.5661,,,,,,2,2,red,8,-0.141421356,-0.141421356,4,0.141421356,0.141421356,0,0,0,0,0,0,90,0,right,2,2,2,0,2,2,2,0,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,green,,,0,112,112,98,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.9512,,,,,,2,FALSE,grey,1,-0.2,0,3,0,0.2,90,0,0,0,90,90,0,90,down,0,2,2,2,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,red,,,0,113,113,136,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.6621,,,,,,2,FALSE,grey,6,0.141421356,-0.141421356,3,0,0.2,90,0,90,0,90,90,0,0,down,2,2,2,2,2,0,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,red,,,0,114,114,197,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,0,0.6241,,,,,,2,2,red,2,-0.141421356,0.141421356,4,0.141421356,0.141421356,90,90,90,90,0,0,90,90,down,2,0,2,0,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,green,,,0,115,115,28,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.9819,,,,,,2,2,red,2,-0.141421356,0.141421356,4,0.141421356,0.141421356,0,90,0,90,90,0,0,90,down,2,0,2,0,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,green,,,0,116,116,42,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.657,,,,,,2,2,red,6,0.141421356,-0.141421356,4,0.141421356,0.141421356,90,90,90,0,0,90,0,90,down,2,2,2,0,2,0,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,green,,,0,117,117,109,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.9461,,,,,,2,FALSE,grey,6,0.141421356,-0.141421356,3,0,0.2,0,0,0,90,90,0,90,0,right,2,2,2,2,2,0,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,red,,,0,118,118,181,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.59,,,,,,2,FALSE,grey,3,0,0.2,3,0,0.2,0,0,90,0,0,0,0,0,down,2,2,0,2,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,red,,,0,119,119,154,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.4912,,,,,,2,2,red,5,0.2,0,4,0.141421356,0.141421356,90,0,0,90,0,0,0,0,right,2,2,2,0,0,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,green,,,0,120,120,35,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.5215,,,,,,2,FALSE,grey,5,0.2,0,3,0,0.2,0,0,0,0,0,0,90,90,right,2,2,2,2,0,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,green,,,0,121,121,164,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.7506,,,,,,2,2,red,6,0.141421356,-0.141421356,4,0.141421356,0.141421356,90,0,0,90,90,90,90,90,down,2,2,2,0,2,0,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,green,,,0,122,122,117,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,0,0.5488,,,,,,2,2,red,2,-0.141421356,0.141421356,4,0.141421356,0.141421356,90,90,90,90,90,0,0,0,down,2,0,2,0,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,green,,,0,123,123,18,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.7004,,,,,,2,FALSE,grey,2,-0.141421356,0.141421356,3,0,0.2,0,0,90,90,0,90,90,0,right,2,0,2,2,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,green,,,0,124,124,193,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.8823,,,,,,2,FALSE,grey,7,0,-0.2,3,0,0.2,90,90,90,0,0,90,0,0,right,2,2,2,2,2,2,0,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,red,,,0,125,125,126,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.7485,,,,,,2,FALSE,grey,8,-0.141421356,-0.141421356,3,0,0.2,0,90,0,0,90,90,90,0,right,2,2,2,2,2,2,2,0,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,red,,,0,126,126,167,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.6632,,,,,,2,FALSE,grey,6,0.141421356,-0.141421356,3,0,0.2,0,0,90,0,90,90,0,0,down,2,2,2,2,2,0,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,red,,,0,127,127,149,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.6144,,,,,,2,FALSE,grey,8,-0.141421356,-0.141421356,3,0,0.2,90,0,0,90,0,90,90,90,down,2,2,2,2,2,2,2,0,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,red,,,0,128,128,159,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.5766,,,,,,2,2,green,8,-0.141421356,-0.141421356,4,0.141421356,0.141421356,0,0,0,0,90,0,0,90,down,2,2,2,0,2,2,2,0,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,red,,,0,129,129,81,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.8404,,,,,,2,2,red,7,0,-0.2,4,0.141421356,0.141421356,90,90,90,90,90,90,90,90,down,2,2,2,0,2,2,0,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,green,,,0,130,130,77,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.6453,,,,,,2,2,green,5,0.2,0,4,0.141421356,0.141421356,0,90,90,0,90,0,0,90,down,2,2,2,0,0,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,red,,,0,131,131,31,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.7088,,,,,,2,FALSE,grey,6,0.141421356,-0.141421356,3,0,0.2,0,0,0,90,90,0,90,90,right,2,2,2,2,2,0,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,green,,,0,132,132,141,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.7624,,,,,,2,2,green,1,-0.2,0,4,0.141421356,0.141421356,0,0,90,0,90,90,0,90,right,0,2,2,0,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,red,,,0,133,133,25,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.6235,,,,,,2,2,green,8,-0.141421356,-0.141421356,4,0.141421356,0.141421356,90,0,90,90,0,90,0,90,down,2,2,2,0,2,2,2,0,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,red,,,0,134,134,64,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.561,,,,,,2,2,green,7,0,-0.2,4,0.141421356,0.141421356,0,90,0,0,0,0,0,0,right,2,2,2,0,2,2,0,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,red,,,0,135,135,116,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.9271,,,,,,2,2,red,5,0.2,0,4,0.141421356,0.141421356,0,0,0,90,0,0,90,90,right,2,2,2,0,0,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,green,,,0,136,136,73,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.6918,,,,,,2,2,red,7,0,-0.2,4,0.141421356,0.141421356,90,90,90,0,90,0,90,0,down,2,2,2,0,2,2,0,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,green,,,0,137,137,6,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.9827,,,,,,2,2,red,2,-0.141421356,0.141421356,4,0.141421356,0.141421356,90,90,0,90,90,0,90,0,down,2,0,2,0,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,green,,,0,138,138,47,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.5997,,,,,,2,FALSE,grey,2,-0.141421356,0.141421356,3,0,0.2,0,0,0,90,90,0,90,90,right,2,0,2,2,2,2,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,red,,,0,139,139,137,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.5952,,,,,,2,FALSE,grey,7,0,-0.2,3,0,0.2,0,90,0,0,90,90,0,90,right,2,2,2,2,2,2,0,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,red,,,0,140,140,198,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,1.0666,,,,,,2,FALSE,grey,6,0.141421356,-0.141421356,3,0,0.2,0,0,90,0,0,90,90,90,down,2,2,2,2,2,0,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,red,,,0,141,141,165,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.8714,,,,,,2,2,green,7,0,-0.2,4,0.141421356,0.141421356,0,90,0,0,0,90,90,0,down,2,2,2,0,2,2,0,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,red,,,0,142,142,33,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,0,0.8328,,,,,,2,2,green,6,0.141421356,-0.141421356,4,0.141421356,0.141421356,90,90,90,0,90,0,90,0,right,2,2,2,0,2,0,2,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,red,,,0,143,143,24,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,right,1,0.6082,,,,,,2,2,red,8,-0.141421356,-0.141421356,4,0.141421356,0.141421356,90,0,90,90,0,0,0,0,right,2,2,2,0,2,2,2,0,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,1,,green,,,0,144,144,8,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.7089,,,,,,2,2,red,8,-0.141421356,-0.141421356,4,0.141421356,0.141421356,0,90,0,0,0,0,90,90,down,2,2,2,0,2,2,2,0,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,green,,,0,145,145,36,1,,,,,,,,,,,,
,,,999999999,2023-09-01_16h41.38.572,addsingdop,2022.2.5,MacIntel,120.0048002,,,,,down,1,0.5712,,,,,,2,2,red,7,0,-0.2,4,0.141421356,0.141421356,0,0,0,0,90,90,90,90,down,2,2,2,0,2,2,0,2,-0.2,0,-0.141421356,0.141421356,0,0.2,0.141421356,0.141421356,0.2,0,0.141421356,-0.141421356,0,-0.2,-0.141421356,-0.141421356,2,0,,green,,,0,146,146,32,1,,,,,,,,,,,,
